NAME,BOARD,TYPE,NAME_AB,ADDRESS_AB,CITY,PROVINCE,GRADES,POSTSECOND,DATA_SOURCE,PROVINCIAL_CODE_NUM,ECS,ELEM,JUNIOR_H,SENIOR_H,PROCESS_DT,POSTAL_COD,STRUCTURE_ID,longitude,latitude,location
St. John Paul II,The Calgary Roman Catholic Separate School Division,Separate School,St. John Paul II School,119 Castleridge Drive N.E.,Calgary,AB,Elementary,N,Provincial Data,8549,N,Y,N,N,2/28/2021,T3J1P6,1383230,-113.9561994,51.10771023,"(51.107710228998044, -113.95619939061416)"
Buffalo Rubbing Stone,The Calgary School Division,Public School,Buffalo Rubbing Stone School,1308 Panatella Blvd NW,Calgary,AB,Elementary,N,Provincial Data,2029,N,Y,N,N,2/28/2021,T3K0X2,2366305,-114.0873685,51.1683524,"(51.16835239984041, -114.08736850697132)"
Children's Village,The Calgary School Division,Public School,Children's Village School,1210 Russet Road NE,Calgary,AB,Elementary,N,Provincial Data,9014,N,Y,N,N,2/28/2021,T2E5L5,1381396,-114.0419644,51.06386879,"(51.06386878676648, -114.04196438357498)"
Menno Simons Christian,The Palliser School Division,Public School,Menno Simons Christian School,7000 Elkton Drive S.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9936,N,Y,Y,N,2/28/2021,T3H4Y7,1382206,-114.188501,51.02420032,"(51.02420031640936, -114.1885009776293)"
St. Matthew,The Calgary Roman Catholic Separate School Division,Separate School,St. Matthew School,416 - 83 Avenue S.E.,Calgary,AB,Elementary/Junior High,N,Provincial Data,8716,N,Y,Y,N,2/28/2021,T2H1N3,1382898,-114.0585101,50.97868237,"(50.97868236718686, -114.05851011862411)"
Chinook Park,The Calgary School Division,Public School,Chinook Park School,1312 - 75 Avenue S.W.,Calgary,AB,Elementary,N,Provincial Data,9306,N,Y,N,N,2/28/2021,T2V0S6,1382904,-114.0893703,50.98644777,"(50.986447768904256, -114.08937033343436)"
Ramsay,The Calgary School Division,Public School,Ramsay School,2223 Spiller Road S.E.,Calgary,AB,Elementary,N,Provincial Data,9130,N,Y,N,N,2/28/2021,T2G4G9,1377882,-114.0457894,51.03318859,"(51.03318858802252, -114.04578944271555)"
The Chinese Academy,The Chinese Academy Foundation,Private School,The Chinese Academy,"#191, 1518 Centre Street N.E.",Calgary,AB,Senior High,N,Provincial Data,13,N,N,N,Y,2/28/2021,T2K1C2,1383511,-114.0701312,51.11279744,"(51.112797441016106, -114.07013116580133)"
Lake Bonavista,The Calgary School Division,Public School,Lake Bonavista School,1015 - 120 Avenue S.E.,Calgary,AB,Elementary,N,Provincial Data,9334,N,Y,N,N,2/28/2021,T2J2L1,1382266,-114.0409238,50.94454098,"(50.94454097842627, -114.04092382155108)"
Mayland Heights,The Calgary School Division,Public School,Mayland Heights School,2324 Maunsell Drive N.E.,Calgary,AB,Elementary,N,Provincial Data,9223,N,Y,N,N,2/28/2021,T2E6A2,1381144,-114.0072928,51.05895181,"(51.05895181318119, -114.00729277018596)"
Cecil Swanson,The Calgary School Division,Public School,Cecil Swanson School,4820 Rundlewood Drive N.E.,Calgary,AB,Elementary,N,Provincial Data,9373,N,Y,N,N,2/28/2021,T1Y5V9,1523791,-113.9675431,51.07418219,"(51.0741821887835, -113.96754312931172)"
Earl Grey,The Calgary School Division,Public School,Earl Grey School,845 Hillcrest Avenue S.W.,Calgary,AB,Elementary,N,Provincial Data,9118,N,Y,N,N,2/28/2021,T2T0Z1,1382517,-114.0826538,51.03087449,"(51.03087449470886, -114.08265379500713)"
St. Joan of Arc Elementary/Junior High,The Calgary Roman Catholic Separate School Division,Separate School,St. Joan of Arc Elementary/Junior High School,7970 Wentworth Drive SW,Calgary,AB,Elementary/Junior High,N,Provincial Data,1338,N,Y,Y,N,2/28/2021,T3H0K2,1537005,-114.2072404,51.05712474,"(51.05712473725232, -114.20724035183872)"
Rosedale,The Calgary School Division,Public School,Rosedale School,905 - 13 Avenue N.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9618,N,Y,Y,N,2/28/2021,T2M0G3,1382331,-114.0814991,51.06359709,"(51.06359709162604, -114.0814990521734)"
Buchanan,The Calgary School Division,Public School,Buchanan School,3717 Centre Street NW,Calgary,AB,Elementary,N,Provincial Data,9207,N,Y,N,N,2/28/2021,T2E2Y2,1382346,-114.0631478,51.08562966,"(51.0856296597672, -114.06314780701442)"
Eric Harvie,The Calgary School Division,Public School,Eric Harvie School,357 Tuscany Drive NW,Calgary,AB,Elementary,N,Provincial Data,2031,N,Y,N,N,2/28/2021,T3L3C9,2365208,-114.2511111,51.12804188,"(51.128041877740785, -114.25111112290344)"
Southeast Elementary Campus,Foundations for the Future Charter Academy Charter School Society,Charter,Southeast Elementary Campus,9711 Academy Drive SE,Calgary,AB,Elementary,N,Provincial Data,1348,N,Y,N,N,2/28/2021,T2J1A9,1371038,-114.0454063,50.96724193,"(50.96724192597066, -114.04540628449004)"
Queen Elizabeth,The Calgary School Division,Public School,Queen Elizabeth School,402 - 18 Street N.W.,Calgary,AB,Elementary,N,Provincial Data,9227,N,Y,N,N,2/28/2021,T2N2G5,1382925,-114.1019611,51.05545841,"(51.055458406375095, -114.10196112147355)"
Webber Academy,Webber Academy Foundation,Private School,Webber Academy,1515 - 93 Street SW,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,21,N,Y,Y,Y,2/28/2021,T3H4A8,1588053,-114.2250221,51.04412145,"(51.04412145405013, -114.22502207141224)"
Ernest Manning High,The Calgary School Division,Public School,Ernest Manning High School,20 Springborough Blvd. SW,Calgary,AB,Senior High,N,Provincial Data,9826,N,N,N,Y,2/28/2021,T3H0N7,1539496,-114.1892353,51.03595702,"(51.03595702416803, -114.18923533988372)"
Dr. George Stanley,The Calgary School Division,Public School,Dr. George Stanley School,585 Cranston Dr. SE,Calgary,AB,Elementary/Junior High,N,Provincial Data,2084,N,Y,Y,N,2/28/2021,T3M0J4,2417018,-113.9782889,50.88277715,"(50.88277715461323, -113.97828885592264)"
University of Calgary - Foothills Campus,,Post Secondary,,,Calgary,AB,,Y,Post Secondary Data,,N,N,N,N,2/28/2021,T2N4N1,1557218,-114.1342455,51.06600737,"(51.066007367021676, -114.13424545796528)"
Dr. E. W. Coffin,The Calgary School Division,Public School,Dr. E. W. Coffin School,5615 Barrett Drive N.W.,Calgary,AB,Elementary,N,Provincial Data,9214,N,Y,N,N,2/28/2021,T2L1W4,1383141,-114.1347991,51.10375263,"(51.103752632520376, -114.13479912704769)"
Haysboro,The Calgary School Division,Public School,Haysboro School,1123 - 87 Avenue S.W.,Calgary,AB,Elementary,N,Provincial Data,9316,N,Y,N,N,2/28/2021,T2V0W2,1382894,-114.0891358,50.97549518,"(50.97549517763054, -114.08913577380609)"
"Calgary Islamic School, Omar Bin Al-Khattab Campus",The Palliser School Division,Public School,"Calgary Islamic School, Omar Bin Al-Khattab Campus",Omar Bin Al-Khattab Campus 225 28 Street SE,Calgary,AB,Elementary/Junior High,N,Provincial Data,1722,N,Y,Y,N,2/28/2021,T2A5K4,1376120,-113.9938098,51.05074504,"(51.05074503519509, -113.99380976995295)"
Banting and Best,The Calgary School Division,Public School,Banting and Best School,1819 - 66 Avenue S.E.,Calgary,AB,Elementary,N,Provincial Data,9369,N,Y,N,N,2/28/2021,T2C2K5,1382908,-114.0138538,50.99372604,"(50.993726042518, -114.01385382321716)"
All Saints,The Calgary Roman Catholic Separate School Division,Separate School,All Saints School,729 Legacy Village Rd SE,Calgary,AB,Senior High,N,Provincial Data,2175,N,N,N,Y,2/28/2021,T2X4K9,2443114,-114.0267568,50.85930381,"(50.85930381494731, -114.02675675975492)"
Lord Beaverbrook High,The Calgary School Division,Public School,Lord Beaverbrook High School,9019 Fairmount Drive S.E.,Calgary,AB,Senior High,N,Provincial Data,9850,N,N,N,Y,2/28/2021,T2H0Z4,1413860,-114.0616396,50.97309982,"(50.97309981986913, -114.06163955901133)"
Falconridge,The Calgary School Division,Public School,Falconridge School,1331 Falconridge Drive N.E.,Calgary,AB,Elementary,N,Provincial Data,9375,N,Y,N,N,2/28/2021,T3J1T4,1383222,-113.9454326,51.09936414,"(51.09936414236255, -113.94543258045223)"
Langevin,The Calgary School Division,Public School,Langevin School,107 - 6A Street N.E.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9609,N,Y,Y,N,2/28/2021,T2E0B7,1382847,-114.0477096,51.05285065,"(51.05285065130275, -114.04770961004157)"
Douglasdale,The Calgary School Division,Public School,Douglasdale School,400 Douglas Park Blvd. S.E.,Calgary,AB,Elementary,N,Provincial Data,596,N,Y,N,N,2/28/2021,T2Z4A3,1382583,-113.9826488,50.93526299,"(50.93526299359368, -113.9826487804958)"
Maria Montessori School - cSPACE King Edward Location,"Maria Montessori Education Centre of Calgary, Ltd.",Private School,Maria Montessori School - cSPACE King Edward Location,cSPACE Projects 1721-29 Avenue SW,Calgary,AB,Unknown,N,Provincial Data,2167,N,N,N,N,2/28/2021,T2T6T7,1524096,-114.1008834,51.02726986,"(51.02726986042331, -114.10088343789056)"
Simons Valley,The Calgary School Division,Public School,Simons Valley School,375 Sandarac Drive N.W.,Calgary,AB,Elementary,N,Provincial Data,9383,N,Y,N,N,2/28/2021,T3K4B2,1383728,-114.107326,51.13967813,"(51.13967813016459, -114.10732595888565)"
St. Jean Brebeuf,The Calgary Roman Catholic Separate School Division,Separate School,St. Jean Brebeuf School,5030 Northland Drive N.W.,Calgary,AB,Junior High,N,Provincial Data,8703,N,N,Y,N,2/28/2021,T2L2J6,1369132,-114.1402289,51.09789338,"(51.09789338393484, -114.14022892058524)"
Janus Academy (Holy Cross Site),Janus Academy Society,Private School,Janus Academy (Holy Cross Site),2223 Spiller Rd SE,Calgary,AB,Junior High/Senior High,N,Provincial Data,1323,N,N,Y,Y,2/28/2021,T2H1S1,1375426,-114.0562929,50.9774377,"(50.97743769717626, -114.05629287207928)"
Bridlewood,The Calgary School Division,Public School,Bridlewood School,207 Bridleridge Way S.W.,Calgary,AB,Elementary,N,Provincial Data,1498,N,Y,N,N,2/28/2021,T2Y0L4,1382189,-114.110662,50.90238361,"(50.90238360612156, -114.11066198234371)"
Akiva Academy,Congregation House of Jacob-Mikveh Israel,Private School,Akiva Academy,140 Haddon Road S.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9914,N,Y,Y,N,2/28/2021,T2V2Y3,1000918,-114.0778236,50.97327738,"(50.97327737890793, -114.07782355013931)"
Cranston,The Calgary School Division,Public School,Cranston School,205 Cranston Drive SE,Calgary,AB,Elementary,N,Provincial Data,1499,N,Y,N,N,2/28/2021,T3M1E8,1370431,-113.9872418,50.88678714,"(50.88678713843287, -113.98724182663172)"
Glamorgan,The Calgary School Division,Public School,Glamorgan School,50 Grafton Drive S.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9121,N,Y,Y,N,2/28/2021,T3E4W3,1000915,-114.1453983,51.01537994,"(51.015379944068926, -114.14539828714524)"
Aurora Learning Calgary,Aurora Learning Foundation (Calgary),Private School,Aurora Learning Calgary,#137 5305 McCall Way NE,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,1397,N,Y,Y,Y,2/28/2021,T2E7N7,2304641,-114.0030345,51.10133931,"(51.10133931422609, -114.00303449514637)"
St. Gregory,The Calgary Roman Catholic Separate School Division,Separate School,St. Gregory School,5340 - 26 Avenue S.W.,Calgary,AB,Junior High,N,Provincial Data,8710,N,N,Y,N,2/28/2021,T3E0R6,1382519,-114.1604737,51.03113745,"(51.03113745402188, -114.16047374152122)"
Vista Heights,The Calgary School Division,Public School,Vista Heights School,2411 Vermillion Street N.E.,Calgary,AB,Elementary,N,Provincial Data,9239,N,Y,N,N,2/28/2021,T2E6J3,1376033,-114.0170736,51.07388724,"(51.073887238956885, -114.01707356956825)"
Taradale,The Calgary School Division,Public School,Taradale School,"170 Taravista Drive N.E,",Calgary,AB,Elementary,N,Provincial Data,1450,N,Y,N,N,2/28/2021,,1383515,-113.9377551,51.12125306,"(51.12125306210077, -113.93775508268502)"
Braeside,The Calgary School Division,Public School,Braeside School,1747 - 107 Avenue S.W.,Calgary,AB,Elementary,N,Provincial Data,9305,N,Y,N,N,2/28/2021,T2W0C3,1382885,-114.1016943,50.95667356,"(50.956673559277114, -114.10169431546197)"
Renfrew Educational Services - Child Development Centre,Renfrew Educational Services Society,Private School,Renfrew Educational Services - Child Development Centre,2050 - 21 Street N.E.,Calgary,AB,Unknown,N,Provincial Data,280,N,N,N,N,2/28/2021,,1380513,-114.1439291,51.07476523,"(51.07476523311914, -114.14392908351746)"
Bowcroft,The Calgary School Division,Public School,Bowcroft School,3940 - 73 Street N.W.,Calgary,AB,Elementary,N,Provincial Data,9111,N,Y,N,N,2/28/2021,T3B2L9,1382349,-114.1927889,51.08755906,"(51.0875590584316, -114.19278889034004)"
St. Augustine Elementary Junior High,The Calgary Roman Catholic Separate School Division,Separate School,St. Augustine Elementary Junior High School,7112 - 7 Street S.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,8708,N,Y,Y,N,2/28/2021,T2V1E9,1382905,-114.0807771,50.99111369,"(50.99111368914504, -114.08077713043531)"
St. Francis High,The Calgary Roman Catholic Separate School Division,Separate School,St. Francis High School,877 Northmount Drive N.W.,Calgary,AB,Senior High,N,Provincial Data,8902,N,N,N,Y,2/28/2021,,1382293,-114.1024075,51.08450658,"(51.08450658312066, -114.10240754784752)"
Vincent Massey,The Calgary School Division,Public School,Vincent Massey School,939 - 45 Street S.W.,Calgary,AB,Junior High,N,Provincial Data,9628,N,N,Y,N,2/28/2021,T3C2B9,1382130,-114.1534231,51.04403726,"(51.0440372581387, -114.15342310390386)"
Senator Patrick Burns,The Calgary School Division,Public School,Senator Patrick Burns School,2155 Chilcotin Road N.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9640,N,Y,Y,N,2/28/2021,T2L0X2,1383123,-114.1155367,51.0882111,"(51.08821109631006, -114.11553670016748)"
West View,The Calgary School Division,Public School,West View School,Calgary Young Offender Centre 12626 - 85 Street N.W.,Calgary,AB,Junior High/Senior High,N,Provincial Data,9687,N,N,Y,Y,2/28/2021,T3R1J3,1557811,-114.2080705,51.16557939,"(51.165579390733726, -114.20807048345276)"
Ecole Terre des Jeunes,The Southern Francophone Education Region,Francophone,Ecole Terre des Jeunes,3720 - 42 Street NW,Calgary,AB,Elementary,N,Provincial Data,1364,N,Y,N,N,2/28/2021,T3A0C6,1382344,-114.1499727,51.08530945,"(51.0853094470369, -114.14997269495294)"
Corpus Christi,The Calgary Roman Catholic Separate School Division,Separate School,Corpus Christi School,5607 Thornton Road N.W.,Calgary,AB,Elementary,N,Provincial Data,8501,N,Y,N,N,2/28/2021,T2K3C1,1384094,-114.0680318,51.10159694,"(51.101596937173056, -114.0680318288637)"
Calgary German Language School Society,Calgary German Language School Society,Private School,Calgary German Language School Society,PO Box 84114   Market Mall RPO,Calgary,AB,Junior High/Senior High,N,Provincial Data,9925,N,N,Y,Y,2/28/2021,T3B2L9,1382349,-114.1927889,51.08755906,"(51.0875590584316, -114.19278889034004)"
St. Patrick,The Calgary Roman Catholic Separate School Division,Separate School,St. Patrick School,6006 Rundlehorn Drive N.E.,Calgary,AB,Elementary,N,Provincial Data,8507,N,Y,N,N,2/28/2021,T1Y2X1,1383007,-113.9467028,51.07198995,"(51.07198995436679, -113.94670276869337)"
Horizon Heritage Arabic,Horizon Academy Institute,Private School,Horizon Heritage Arabic School,"Building B4, 2452 Battleford A",Calgary,AB,Senior High,N,Provincial Data,1913,N,N,N,Y,2/28/2021,T3C3P1,1376393,-114.1398144,51.03967371,"(51.03967370693621, -114.1398144283913)"
Terrace Road,The Calgary School Division,Public School,Terrace Road School,2103 - 46 Street N.W.,Calgary,AB,Elementary,N,Provincial Data,9138,N,Y,N,N,2/28/2021,T3B1B3,1376539,-114.1579317,51.07450188,"(51.07450187846564, -114.1579317405693)"
Rundle,The Calgary School Division,Public School,Rundle School,4120 Rundlehorn Drive N.E.,Calgary,AB,Elementary,N,Provincial Data,9358,N,Y,N,N,2/28/2021,T1Y4W9,1381142,-113.9737217,51.07118232,"(51.07118231533872, -113.9737217405466)"
David Thompson,The Calgary School Division,Public School,David Thompson School,9320 Arbour Crescent S.E.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9641,N,Y,Y,N,2/28/2021,T2J1K4,1382277,-114.0546514,50.96940359,"(50.96940358851814, -114.05465136499893)"
Holy Child,The Calgary Roman Catholic Separate School Division,Separate School,Holy Child School,31 Silverado Terrace SW,Calgary,AB,Elementary/Junior High,N,Provincial Data,2160,N,Y,Y,N,2/28/2021,T2X0K4,2382710,-114.0831381,50.88618302,"(50.88618302412995, -114.08313812292558)"
Ascension of Our Lord,The Calgary Roman Catholic Separate School Division,Separate School,Ascension of Our Lord,509 Harvest Hills Drive N.E.,Calgary,AB,Elementary/Junior High,N,Provincial Data,333,N,Y,Y,N,2/28/2021,T3K4G9,1383730,-114.0596888,51.14695689,"(51.14695688983867, -114.05968876099476)"
Catherine Nichols Gunn,The Calgary School Division,Public School,Catherine Nichols Gunn School,6625 - 4 Street N.E.,Calgary,AB,Elementary,N,Provincial Data,9232,N,Y,N,N,2/28/2021,T2K5C7,1378455,-114.057895,51.11164372,"(51.11164371544339, -114.05789503920653)"
Pineridge,The Calgary School Division,Public School,Pineridge School,1927 - 61 Street N.E.,Calgary,AB,Elementary,N,Provincial Data,9360,N,Y,N,N,2/28/2021,T1Y4W6,1601009,-113.9452293,51.0703248,"(51.070324796585155, -113.94522928922134)"
Panorama Hills,The Calgary School Division,Public School,Panorama Hills School,1057 Panorama Hills Dr N.E,Calgary,AB,Elementary,N,Provincial Data,1452,N,Y,N,N,2/28/2021,T3K0S4,1375881,-114.0859214,51.15581401,"(51.155814013156686, -114.08592144910396)"
W.O. Mitchell,The Calgary School Division,Public School,W.O. Mitchell School,511 Silvergrove Drive N.W.,Calgary,AB,Elementary,N,Provincial Data,9257,N,Y,N,N,2/28/2021,T3B4R9,1378946,-114.1942875,51.11369077,"(51.11369077417258, -114.19428748015133)"
St. Michael,The Calgary Roman Catholic Separate School Division,Separate School,St. Michael School,4511 - 8 Avenue S.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,8717,N,Y,Y,N,2/28/2021,T3C0G9,1382837,-114.1515775,51.04478491,"(51.044784910360725, -114.15157745417609)"
Our Lady of Fatima,The Calgary Roman Catholic Separate School Division,Separate School,Our Lady of Fatima,6320 Taralea Park NE,Calgary,AB,Elementary,N,Provincial Data,1226,N,Y,N,N,2/28/2021,T3J5C4,1384102,-113.9379102,51.11632175,"(51.11632174668843, -113.9379102324334)"
Robert Warren,The Calgary School Division,Public School,Robert Warren School,12424 Elbow Drive S.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9655,N,Y,Y,N,2/28/2021,T2W1H2,1382585,-114.084817,50.94250672,"(50.94250672212092, -114.08481701493501)"
Calgary Jewish Academy,The Calgary Jewish Academy,Private School,Calgary Jewish Academy,6700 Kootenay Street S.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9911,N,Y,Y,N,2/28/2021,T2V1P7,1382195,-114.0926065,50.99349472,"(50.99349472299216, -114.0926064832227)"
St. Elizabeth Seton,The Calgary Roman Catholic Separate School Division,Separate School,St. Elizabeth Seton,10845 Hidden Valley Drive,Calgary,AB,Elementary/Junior High,N,Provincial Data,588,N,Y,Y,N,2/28/2021,T3A6K3,1524239,-114.1104364,51.15110183,"(51.151101831682396, -114.11043639110667)"
Branton,The Calgary School Division,Public School,Branton School,2103 - 20 Street N.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9621,N,Y,Y,N,2/28/2021,T2M3W1,1381141,-114.1090305,51.07124691,"(51.07124691272822, -114.10903047499593)"
Divine Mercy,The Calgary Roman Catholic Separate School Division,Separate School,Divine Mercy School,228 Mahogany Blvd. SE,Calgary,AB,Elementary,N,Provincial Data,2189,N,Y,N,N,2/28/2021,T3M1M5,2454686,-113.9239578,50.90155662,"(50.9015566152245, -113.9239578308931)"
Simon Fraser,The Calgary School Division,Public School,Simon Fraser School,5215 - 33 Street N.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9646,N,Y,Y,N,2/28/2021,T2L1V3,1383906,-114.1365505,51.10031941,"(51.10031940846632, -114.13655045217867)"
St. Luke Bilingual Elementary,The Calgary Roman Catholic Separate School Division,Separate School,St. Luke Bilingual Elementary School,"1232 Northmount Dr., N.W.",Calgary,AB,Elementary,N,Provincial Data,8521,N,Y,N,N,2/28/2021,T2L0E1,1383126,-114.1226868,51.09082672,"(51.09082672297515, -114.12268683334047)"
Deer Run,The Calgary School Division,Public School,Deer Run School,2127 - 146 Avenue S.E.,Calgary,AB,Elementary,N,Provincial Data,9265,N,Y,N,N,2/28/2021,T2J6P8,1369586,-114.0094545,50.92155543,"(50.921555427743264, -114.00945454338842)"
St. Wilfrid Elementary,The Calgary Roman Catholic Separate School Division,Separate School,St. Wilfrid Elementary School,4225 - 44 Avenue N.E.,Calgary,AB,Elementary,N,Provincial Data,8541,N,Y,N,N,2/28/2021,T1Y4Y1,1383127,-113.9689943,51.09192654,"(51.091926538839864, -113.96899426430878)"
St. Bonaventure,The Calgary Roman Catholic Separate School Division,Separate School,St. Bonaventure School,1710 Acadia Drive S.E.,Calgary,AB,Junior High,N,Provincial Data,8721,N,N,Y,N,2/28/2021,T2J3X8,1382261,-114.0471812,50.93173706,"(50.931737061001265, -114.04718120951901)"
St. Rupert,The Calgary Roman Catholic Separate School Division,Separate School,St. Rupert School,111 Rundlehill Drive N.E.,Calgary,AB,Elementary,N,Provincial Data,8548,N,Y,N,N,2/28/2021,T1Y2W9,1383023,-113.9705283,51.07689762,"(51.07689761729061, -113.97052825760973)"
Sir John Franklin,The Calgary School Division,Public School,Sir John Franklin School,2215 - 8 Avenue N.E.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9649,N,Y,Y,N,2/28/2021,T2E0T7,1380739,-114.0079231,51.05967722,"(51.05967721842337, -114.00792305868566)"
Calgary Academy,Calgary Academy Society,Private School,Calgary Academy,1677 93 rd Street S.W.,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,9908,N,Y,Y,Y,2/28/2021,T3H0R3,1382819,-114.2242479,51.03943008,"(51.03943008461902, -114.2242479372351)"
Somerset,The Calgary School Division,Public School,Somerset School,150 Somerset Manor S.W.,Calgary,AB,Elementary,N,Provincial Data,1099,N,Y,N,N,2/28/2021,T2Y4S2,1382186,-114.0848851,50.89740583,"(50.89740582845411, -114.08488512449149)"
Canadian Montessori,The Canadian Montessori School Ltd.,Private School,Canadian Montessori School,1112 70 Avenue S.W.,Calgary,AB,Elementary,N,Provincial Data,1981,N,Y,N,N,2/28/2021,T2V0P6,1186607,-114.0882622,50.99074473,"(50.99074473227965, -114.08826216557271)"
New Brighton,The Calgary School Division,Public School,New Brighton School,30 New Brighton Drive SE,Calgary,AB,Elementary,N,Provincial Data,2072,N,Y,N,N,2/28/2021,T2Z4B2,2390336,-113.9537078,50.91947717,"(50.91947717431829, -113.95370783992476)"
Marlborough,The Calgary School Division,Public School,Marlborough School,4711 Maryvale Drive N.E.,Calgary,AB,Elementary,N,Provincial Data,9322,N,Y,N,N,2/28/2021,T2A3A1,1382216,-113.9654996,51.05608357,"(51.05608356912292, -113.96549964706662)"
AADAC Youth Services,The Calgary School Division,Public School,AADAC Youth Services,1005 - 17 Street N.W.,Calgary,AB,Unknown,N,Provincial Data,9573,N,N,N,N,2/28/2021,T2N2E5,1374397,-114.101692,51.06110534,"(51.061105337955944, -114.10169198321243)"
West Dover,The Calgary School Division,Public School,West Dover School,3113 - 30 Avenue S.E.,Calgary,AB,Elementary,N,Provincial Data,9357,N,Y,N,N,2/28/2021,T2B0G9,1382974,-113.990648,51.02632922,"(51.02632922422375, -113.99064795938101)"
Eastside Christian Academy,Eastside City Church and Missionary Society,Private School,Eastside Christian Academy,1320 Abbeydale Drive SE,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,478,N,Y,Y,Y,2/28/2021,T2A7L8,1382139,-113.93022,51.05195233,"(51.05195232838787, -113.93022001134355)"
Renert,The Renert School Foundation,Private School,Renert School,14 Royal Vista Link NW,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,1747,N,Y,Y,Y,2/28/2021,T3R0K4,2260486,-114.2028365,51.15183702,"(51.15183701640225, -114.20283649964796)"
St. Margaret,The Calgary Roman Catholic Separate School Division,Separate School,St. Margaret School,3320 Carol Drive N.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,8714,N,Y,Y,N,2/28/2021,T2L0K7,1382342,-114.0976374,51.08213532,"(51.08213531925243, -114.09763740278484)"
Erin Woods,The Calgary School Division,Public School,Erin Woods School,25 Erin Park Drive SE,Calgary,AB,Elementary,N,Provincial Data,9269,N,Y,N,N,2/28/2021,T2B2Z9,1382286,-113.9657774,51.02269972,"(51.02269972468891, -113.96577738421506)"
Westgate,The Calgary School Division,Public School,Westgate School,150 Westminster Drive S.W.,Calgary,AB,Elementary,N,Provincial Data,9140,N,Y,N,N,2/28/2021,T3C2T3,1000910,-114.1591998,51.04448815,"(51.0444881458484, -114.15919984034448)"
Radisson Park,The Calgary School Division,Public School,Radisson Park School,2805 Radcliffe Drive S.E.,Calgary,AB,Elementary,N,Provincial Data,1334,N,Y,N,N,2/28/2021,T2A0C8,1382841,-113.992233,51.04616136,"(51.046161363175905, -113.99223298724004)"
The Hamptons,The Calgary School Division,Public School,The Hamptons School,10330 Hamptons Boulevard N.W.,Calgary,AB,Elementary,N,Provincial Data,387,N,Y,N,N,2/28/2021,T3A6G2,1383519,-114.148507,51.14344573,"(51.143445733495945, -114.14850698064649)"
Discovering Choices 2,The Calgary School Division,Public School,Discovering Choices 2,#92 116 3800 Memorial Dr NE,Calgary,AB,Senior High,N,Provincial Data,1161,N,N,N,Y,2/28/2021,T2A5H5,1374532,-113.9784098,51.05533875,"(51.055338754642, -113.9784098464004)"
Bob Edwards,The Calgary School Division,Public School,Bob Edwards School,4424 Marlborough Drive N.E.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9623,N,Y,Y,N,2/28/2021,T2A2Z5,1381386,-113.9687737,51.0599294,"(51.05992939967567, -113.96877372841975)"
École La Mosaïque,The Southern Francophone Education Region,Francophone,École La Mosaïque,199 Martindale Blvd NE,Calgary,AB,Elementary,N,Provincial Data,1365,N,Y,N,N,2/28/2021,T3J3G4,2365672,-113.9575118,51.1137667,"(51.11376670342173, -113.95751177577944)"
Chinook Learning Services,The Calgary School Division,Public School,Chinook Learning Services,"2336 53 Ave SW, Calgary, T3E 1",Calgary,AB,Senior High,N,Provincial Data,9817,N,N,N,Y,2/28/2021,T2M0T2,1381133,-114.0654256,51.06858162,"(51.06858162243973, -114.06542562664656)"
Young Adult Program,The Calgary School Division,Public School,Young Adult Program,805 - 37 Street NW,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,9512,N,Y,Y,Y,2/28/2021,T2N2T9,1586600,-114.1344107,51.06466876,"(51.064668759076035, -114.13441071716392)"
MAC Islamic School - Calgary Chapter,Muslim Association of Canada,Private School,MAC Islamic School - Calgary Chapter,64 12 street NE,Calgary,AB,Elementary,N,Provincial Data,2178,N,Y,N,N,2/28/2021,T3G1B5,1378667,-114.1799394,51.11482356,"(51.11482355930169, -114.1799393555714)"
Ian Bazalgette,The Calgary School Division,Public School,Ian Bazalgette School,3909 - 26 Avenue S.E.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9613,N,Y,Y,N,2/28/2021,T2B0C6,1382832,-113.9776781,51.02983255,"(51.02983255202813, -113.97767814974473)"
